Label,X0,Y0,Z0,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20
pointer,0.20806271882563854,0.5839636333376639,0.45031388877645434,0.26422229579802203,0.4289434485364998,0.6627946404776623,0.432814366889531,0.34417113579840386,0.6233394384925561,0.5299629180015156,0.37619076033967846,0.6119176828264963,0.5425108419490484,0.4451812486103566,0.6019258152734741,0.3824746121148588,0.4682394869695696,0.454958596593532,0.44419332758217434,0.463039042521879,0.4616064266595452,0.46758714955217084,0.44549643489491636,0.49342508733240675,0.48489984774218703,0.4318263619540462,0.4973344623426599,0.387207993524716,0.5691280027823719,0.37190645345373385,0.5486629954390017,0.5012985702729713,0.3831222162297083,0.5351375777750189,0.5586588309357843,0.47371857938130657,0.499994947854278,0.5698548582263446,0.5332110236637563,0.41309901359726753,0.619688711426885,0.3342203561337982,0.5607244863685436,0.5472343985961097,0.4354565669157826,0.5429202029201238,0.5993202472099812,0.5549065358892911,0.5103579001994485,0.6357146468023969,0.6315693295407284,0.4568217577932375,0.6635037002785173,0.28362168779360475,0.5544269843489834,0.5683363785673119,0.4371707149656608,0.5345942604148611,0.5289301413645451,0.5426293765881187,0.5000418802577086,0.5060162452325891,0.590878135553345
pointer,0.1874647006974972,0.5922339057818331,0.5027291349814529,0.2347240119192795,0.43013247833416024,0.6628335807093346,0.40668336743053857,0.35247681764058725,0.6133961524785514,0.5139223736381727,0.38551379852312107,0.5954301654119825,0.5387527458890192,0.44582251189557776,0.5785904357958576,0.36836242187382684,0.46727572726694916,0.43276952559822335,0.4311934717071084,0.4672271575790983,0.4463012955077954,0.4532465511813024,0.4478746885076103,0.47317876110726276,0.47015173973692,0.43273495885666324,0.47455553459059996,0.37822231657145966,0.5736101732755596,0.35015077677639617,0.5452734163755897,0.5098492906957202,0.3726945825822211,0.5292563300774329,0.5595331892316834,0.4664241794285502,0.49262108856563025,0.5616144236091913,0.5238619248259456,0.4069329960775919,0.6239564505643564,0.313269704169727,0.5519037718990994,0.5502793030364959,0.42783545054699723,0.5303845956358461,0.5907740979896665,0.5452922065881269,0.49576237984766786,0.6126762748437835,0.615394784055359,0.45231433665652443,0.6657212017084735,0.2683240243524182,0.5493233186597278,0.5678281150374576,0.42413257982279584,0.5250982135128844,0.5265137420709485,0.5282935301127167,0.4872769021048976,0.49869769408034664,0.5749651204548422
pointer,0.17796116496778702,0.5972938506157948,0.4849144393903184,0.21781031564703635,0.43440248300128137,0.6472205278968761,0.3893672103533028,0.35035138576315394,0.5988040296979011,0.4993384872535459,0.3841426404051601,0.5832717214701609,0.5283931876205591,0.45057539433091043,0.570550901701483,0.3522682145043676,0.4774293479581478,0.40742676460800265,0.4222941918100347,0.47065979028555793,0.42852062937794555,0.44526469053021156,0.45180358314117913,0.4630950632751928,0.4608916143978497,0.4365496406818658,0.4687819936170916,0.36418066201378607,0.5847356518754433,0.32845601886848885,0.5401555242318388,0.5043036453908412,0.3499053168641063,0.5175425868976841,0.5570407078092033,0.44973231095335886,0.47420576480139776,0.5631027254185441,0.5152320254177332,0.3950579856524191,0.635676875641149,0.2958407097801602,0.5434643388385964,0.5451624924019536,0.41993862191526243,0.5203129258328384,0.5912549877350457,0.5509885250921366,0.48317880433006305,0.6204356541829756,0.6297165907882192,0.4418395838078971,0.6770733068911781,0.2557553418098567,0.5420095850652272,0.5653311866936417,0.41999455317568357,0.519084927791016,0.5245891635669929,0.5316963160768997,0.47987093831473426,0.5000876543217339,0.5825996190772591
pointer,0.15645076008969716,0.6001592746535165,0.4272352411069327,0.1951732264519166,0.44997206686826874,0.6477222102066887,0.368143101546633,0.36666590825372647,0.6136359994854699,0.4773857072012927,0.3961708014939974,0.6164783149941765,0.5135289810370166,0.4491988349827699,0.6231232957288086,0.3359007426041756,0.4844683271366376,0.4057508681013716,0.40794655180954775,0.48418980550912893,0.4124883551393418,0.4310944844059097,0.4658514627785412,0.43872365924630097,0.4474838737740117,0.4491028088997162,0.4456365661240014,0.34621356517514135,0.5941792534069628,0.33087960005379247,0.5308072432415902,0.5119332315341403,0.34709450133954944,0.5072682435744419,0.5660768810001172,0.4465897046077535,0.4621364412786577,0.5711202002415549,0.5152591815009695,0.37843425760764593,0.6435308423622015,0.29846409310634126,0.5334419080746592,0.5539398692879065,0.4063039080557793,0.5102022648698864,0.6017380007274642,0.5255865731320783,0.4728827277842445,0.6272962217010294,0.602734010141941,0.4280833487731489,0.6837096816592623,0.26021065820036116,0.5296640412732169,0.5740178507224749,0.41961438441755733,0.5069599060691844,0.5349620910670692,0.5291179767477201,0.4673558940761203,0.5086388057757616,0.5798901360487511
pointer,0.13778250648130097,0.6013289073488184,0.4385390081392778,0.17917934649608958,0.455204599381527,0.6465925879723874,0.3519412442902097,0.373889342985239,0.6108201745526307,0.4614167122610334,0.3978840572509983,0.610964252152006,0.503508249768022,0.4443377717187824,0.6145671882916797,0.32365167020544905,0.4899859436343335,0.4138555613088747,0.39459235841632667,0.49134119181743796,0.4120117049214095,0.420871535823773,0.47426305241027694,0.4323061634099036,0.4388866383911419,0.45819328975727797,0.43633637822125915,0.33191875698159123,0.5977301190253799,0.34002637079083864,0.5176027745743259,0.5136539690489617,0.3445740778000088,0.4942482387448093,0.5706623624929666,0.437228857007262,0.4492373028210678,0.5776597243731428,0.5039413995604025,0.3629687241825038,0.647954130761973,0.30882954970986876,0.5213297899895707,0.5569144108164035,0.4071336534759389,0.4962607477613251,0.6097457416754062,0.5290567081091226,0.45697670773035454,0.6416683812800164,0.6091115583279361,0.41113216487220583,0.6866962288377749,0.26925206656589695,0.516552159263545,0.5788520973468239,0.42197688201052935,0.4915513363138587,0.5427992227973558,0.532528410236411,0.45019618412800433,0.5193400174867153,0.5851956542680209
pointer,0.123449753525263,0.5989536874751076,0.43405259899265897,0.16405938252538177,0.453178524662456,0.6361196592412467,0.33873579855339586,0.3736471401430499,0.601130815217523,0.4502746318907046,0.4055165201838956,0.603971123698813,0.49214168529871893,0.454949327547739,0.6111285572563915,0.30975689580189725,0.4919961457939655,0.38121832487251306,0.3867248986006193,0.4927160734560302,0.3871524936143236,0.41273257039488453,0.47638423376275,0.41218740073738924,0.4302075363639081,0.4608132672765409,0.42038145782062675,0.3188528223792354,0.6025230889797107,0.317042723736504,0.5074749622356682,0.5168106877313612,0.3324040414212813,0.48461018626370056,0.5713530967851598,0.43121087689389526,0.440918355472678,0.5778789462635885,0.4999211218448123,0.3506470114666803,0.6526822230858469,0.2953667634414968,0.5121976900841775,0.5588513317506874,0.4044467130618432,0.4858686415165919,0.609211807066244,0.5301184574861254,0.44692821124878407,0.6421721635958144,0.610392004834404,0.399282074954438,0.6918549670339047,0.2640755533817746,0.5076089790237331,0.580145130295773,0.4219057958553077,0.48222300727937395,0.5424500819002447,0.5339463917593034,0.44091649346139283,0.5207536290216299,0.5864572921405377
pointer,0.11467145065888795,0.5890695406036388,0.4319266171096613,0.1522276261590758,0.45133972529995137,0.6410871331448116,0.321687376019117,0.3817399770633094,0.6089761343265842,0.43287430003379457,0.4139880268526397,0.6179727433654213,0.4836963450968438,0.4474268778690782,0.6319479723512446,0.2973575347055126,0.49762196368032113,0.3600558520187289,0.37317580835209885,0.49924060189278885,0.36404066256024226,0.4025555417415817,0.4807515773863687,0.3862037542058945,0.422645569237521,0.46493572045738296,0.3957516167088061,0.3068669058949606,0.606741723886026,0.2991417866109197,0.49634416450527774,0.5163805162212545,0.32357762938246193,0.480517884364118,0.5701531770964517,0.4247223984908747,0.44137759551881417,0.5783116804992723,0.49440247400368986,0.33935887749369187,0.6544589951263451,0.28220870660055075,0.5033954047780304,0.5600103789395441,0.3953268376741548,0.48152360843841613,0.6089705778500045,0.5219321729303885,0.4453542414475575,0.639953830110451,0.602776079488972,0.3891736565438261,0.6930363621599696,0.25816166145320263,0.49791065413532587,0.5825232484500535,0.41419250118647877,0.4774434334875869,0.5424073772456359,0.526994647004676,0.438943041812876,0.519540475338967,0.5812303554458538
pointer,0.10714490692352019,0.5775522447366066,0.4355748332957776,0.14004988987622125,0.43943814440490603,0.6349426769008426,0.3033525578982703,0.37523907336943885,0.6038816465236367,0.4134058878554555,0.41264373433458756,0.6146604306895238,0.46831421724268985,0.4428321545399658,0.6323907563583286,0.2804909575734056,0.49684302075316317,0.3580477792009693,0.3640000599164772,0.5010685804622568,0.36657043258848987,0.39419938481950656,0.4826108107600769,0.3939661581665366,0.41405743997168093,0.4660111835051167,0.40661245752477826,0.2912938421229486,0.6085235962462276,0.3073146848400018,0.4857114309260071,0.5165592867913873,0.3281923920369044,0.46913303256131644,0.5699886902001133,0.429397858218467,0.430092786024283,0.5778871614365487,0.49996700233229413,0.32628812312706856,0.656815717762703,0.2993947513713535,0.4936155872065199,0.55925929449235,0.40945854596395825,0.47300662252192194,0.6081186064562341,0.5376073538286865,0.4374491869749479,0.6404048837908756,0.6198926918681453,0.37922503834074306,0.6933361742633533,0.2768826141486914,0.49030600810606983,0.5800394813558338,0.4317110139000038,0.47151395163778764,0.5402509577098124,0.543496718224332,0.43359657079474,0.5180690495309856,0.5969730747377622
pointer,0.09974627478275577,0.5708143004693913,0.45634044420996034,0.1327974730140189,0.45221357151609287,0.6664972161312022,0.29323916245826775,0.398729242421314,0.6287329927585202,0.3973382801551345,0.42726435831312126,0.6355647797574385,0.45006884676265735,0.4441388938317603,0.64822853941857,0.27385814391148355,0.4953879232438741,0.35025478379813324,0.3537359410166043,0.5013728906779384,0.3552807746262945,0.386018016732929,0.48289953455984463,0.38019556970727686,0.4069502482433594,0.46671896810262314,0.3936765781941294,0.28149251096620687,0.6018363047912384,0.2848987600791588,0.4785702620110224,0.5184198802345277,0.32493475706322783,0.46760478086181556,0.5754575221236491,0.43640360170087544,0.43070426406151097,0.5821953624403895,0.5088013129852307,0.31275406099281444,0.6498554632623208,0.26739538174778166,0.48298858998808736,0.5601764725885887,0.39185946500483504,0.4696999696071503,0.6152879712986037,0.5297904593687299,0.43530260501897694,0.6464189328632028,0.6143621817290916,0.3646667871700936,0.6869796651671343,0.24932778294049374,0.47807372397525294,0.5803291484946702,0.4156623597731654,0.4651085166538448,0.5444910774858854,0.5381784267139269,0.4281033115466151,0.5209656497284949,0.5961552049781952
pointer,0.09671900290324209,0.5700019886165142,0.5098667632724827,0.12392488961916293,0.4493653200204737,0.6571135473394512,0.2822336787631259,0.3908207080004982,0.628581003452065,0.3871623492997537,0.4179820910400929,0.6347877034131033,0.4443632678576762,0.42584592404429067,0.6436330115826345,0.2624121512624489,0.49050660705101273,0.43624253879176245,0.347102940154267,0.494284108352963,0.44657455023714143,0.3801120299710582,0.47420113078477083,0.4793048511954552,0.4000970552939341,0.45789285907969624,0.4907826069650587,0.2766041199335215,0.5944966139200614,0.3736157159738952,0.467248880729799,0.511401964314347,0.39218743679803303,0.45882835866130334,0.5748017879868584,0.4941284076404364,0.42495946916094474,0.5881753511416513,0.5619062681212594,0.30981189958952304,0.6471841316510853,0.35067282648364406,0.4724864391136966,0.5612161160481783,0.45051238284674433,0.4607983384296973,0.6200613118447991,0.57880634157668,0.4277119258470114,0.6599338790374014,0.6609480577532669,0.35866855070106307,0.687906558602154,0.3080384916300085,0.468064266011197,0.5814206946770764,0.45522233322268923,0.4580524728969909,0.5456623105712007,0.5672893449052582,0.4237887120265794,0.5246727009175414,0.6211369183577823
