Label,X0,Y0,Z0,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20
swipe,0.0,0.0,0.0,0.025839298963546753,-0.017487406730651855,-0.017376033764435306,0.0484032928943634,-0.05245274305343628,-0.024096096109701648,0.06577906012535095,-0.0820469856262207,-0.029554771434618488,0.07946637272834778,-0.10496675968170166,-0.03475576470430042,0.021223515272140503,-0.11001737415790558,-0.015101814817739978,0.027387946844100952,-0.1601085364818573,-0.024373570632292285,0.030602306127548218,-0.19002500176429749,-0.031445583503796115,0.0335516631603241,-0.21447932720184326,-0.03622099588449146,0.0015833675861358643,-0.11200103163719177,-0.014126969676567569,0.000705718994140625,-0.16645687818527222,-0.023509144958211436,0.001654118299484253,-0.2026488482952118,-0.03201659600074436,0.003253251314163208,-0.22733409702777863,-0.03793167154128696,-0.016512542963027954,-0.10354602336883545,-0.014975170780076041,-0.019575953483581543,-0.14611060917377472,-0.026612566959215656,-0.017603427171707153,-0.1591319590806961,-0.033880500298096194,-0.01468747854232788,-0.1627117246389389,-0.037228444766356006,-0.034339189529418945,-0.0878203809261322,-0.0172716548555627,-0.0411243736743927,-0.12043869495391846,-0.027583824645830646,-0.04114219546318054,-0.13206280767917633,-0.031601352792336,-0.03963950276374817,-0.13659672439098358,-0.03308106790120746
swipe,0.0,0.0,0.0,0.02859783172607422,-0.021547317504882812,-0.01488595619099442,0.05183136463165283,-0.056509315967559814,-0.02234152122633759,0.07020044326782227,-0.08571293950080872,-0.02951269201236073,0.085102379322052,-0.10868236422538757,-0.03667487181024853,0.023946642875671387,-0.11814184486865997,-0.012469638839831987,0.03130757808685303,-0.16622862219810486,-0.023068722106984296,0.03462851047515869,-0.1954042613506317,-0.03177681169705693,0.037736713886260986,-0.2198942005634308,-0.037734888263514677,0.004769265651702881,-0.12035104632377625,-0.013463468991687932,0.004386782646179199,-0.17348712682724,-0.024233968697956243,0.005039811134338379,-0.21028615534305573,-0.03428661055164639,0.007018983364105225,-0.23656968772411346,-0.04146633646683995,-0.012681633234024048,-0.11107051372528076,-0.016209490366748014,-0.019316941499710083,-0.15563273429870605,-0.028786649696996847,-0.015373975038528442,-0.16696584224700928,-0.03666070825653378,-0.00908234715461731,-0.16719043254852295,-0.04045230127172772,-0.030536532402038574,-0.09440994262695312,-0.020274620272687116,-0.03904223442077637,-0.1283971667289734,-0.03159660077886883,-0.03456318378448486,-0.13920378684997559,-0.035994011678269544,-0.026743382215499878,-0.14114461839199066,-0.03762354306178395
swipe,0.0,0.0,0.0,0.027425318956375122,-0.02257406711578369,-0.015440567755973689,0.04972013831138611,-0.05659946799278259,-0.023329909318960063,0.06733718514442444,-0.08527818322181702,-0.030929112234986178,0.0813799798488617,-0.1085473895072937,-0.03844856599894797,0.0219670832157135,-0.12077878415584564,-0.012843075567758433,0.029171377420425415,-0.1693921983242035,-0.02377648780671393,0.03172150254249573,-0.19914337992668152,-0.03296899179545676,0.034195929765701294,-0.2248806357383728,-0.03939967359033858,0.00270041823387146,-0.12195561826229095,-0.013912349367416255,0.0015262067317962646,-0.17520678043365479,-0.024546514624631754,0.0018194019794464111,-0.21191319823265076,-0.03440034146038329,0.003132343292236328,-0.23959718644618988,-0.04165692756501471,-0.014789462089538574,-0.1117594838142395,-0.016896817261255137,-0.02068150043487549,-0.1561528593301773,-0.029010919282114855,-0.01853102445602417,-0.1703215390443802,-0.03622722382274901,-0.015051811933517456,-0.17542502284049988,-0.03992392251817023,-0.032248079776763916,-0.0944317877292633,-0.021430212432420603,-0.03983297944068909,-0.12967202067375183,-0.03248291591731345,-0.03692558407783508,-0.14213550090789795,-0.036525634476817004,-0.03201809525489807,-0.1465766578912735,-0.038109858879721514
swipe,0.0,0.0,0.0,0.028335362672805786,-0.02237260341644287,-0.015354195536531279,0.05093690752983093,-0.05747497081756592,-0.023214062602676222,0.069151371717453,-0.0881364643573761,-0.030851641596711943,0.0841350257396698,-0.11213994026184082,-0.03840777270630724,0.024158209562301636,-0.11843645572662354,-0.013334611357606718,0.03126254677772522,-0.16758763790130615,-0.023866886199868986,0.033062487840652466,-0.19749879837036133,-0.03215787924960978,0.03426232933998108,-0.22273850440979004,-0.0379818304641617,0.005320340394973755,-0.12068101763725281,-0.014519561940289805,0.005300253629684448,-0.17521493136882782,-0.02510629959539301,0.005047529935836792,-0.21141846477985382,-0.03429010875657923,0.005583077669143677,-0.23827983438968658,-0.041034355686463186,-0.012485504150390625,-0.11119270324707031,-0.01756831437484152,-0.018622547388076782,-0.15650546550750732,-0.030263714419163534,-0.015357732772827148,-0.16630417108535767,-0.03703874714807398,-0.010330915451049805,-0.16646675765514374,-0.04023696474865801,-0.03146585822105408,-0.09454086422920227,-0.02212417490915186,-0.038690030574798584,-0.13136756420135498,-0.0339833087487591,-0.032994210720062256,-0.14207246899604797,-0.03821990631655581,-0.024334073066711426,-0.14358386397361755,-0.03981655083731539
swipe,0.0,0.0,0.0,0.02751326560974121,-0.02198311686515808,-0.016042069195606246,0.050467491149902344,-0.05815950036048889,-0.02372398473212911,0.06995666027069092,-0.08933272957801819,-0.030876622198917403,0.08607381582260132,-0.1140175461769104,-0.037763782440521254,0.024175941944122314,-0.11733874678611755,-0.01310257393757297,0.03105604648590088,-0.16667631268501282,-0.023400895892478957,0.03273218870162964,-0.1964104175567627,-0.03137051001081659,0.03386092185974121,-0.2217600792646408,-0.03670695856104089,0.0050019025802612305,-0.11886134743690491,-0.013500590472318663,0.0049130916595458984,-0.17400026321411133,-0.023957525043584837,0.0049130916595458984,-0.21014216542243958,-0.03273234575877382,0.005288064479827881,-0.2378145456314087,-0.0388264624763508,-0.013507217168807983,-0.10903769731521606,-0.015847942455508246,-0.01923668384552002,-0.15087628364562988,-0.028597513808705344,-0.01767510175704956,-0.15829095244407654,-0.03477636411676599,-0.014683842658996582,-0.15951478481292725,-0.037078220992185607,-0.03266787528991699,-0.09259957075119019,-0.01971264615545465,-0.03938490152359009,-0.12729951739311218,-0.03087345756480886,-0.03778985142707825,-0.13871623575687408,-0.034334503709175124,-0.034717410802841187,-0.14474521577358246,-0.03530356719980432
swipe,0.0,0.0,0.0,0.027105629444122314,-0.022373288869857788,-0.01622913407680926,0.050396502017974854,-0.05730745196342468,-0.024667181098436686,0.0695725679397583,-0.08820697665214539,-0.03254245223996577,0.08539074659347534,-0.11380746960639954,-0.04018398004171786,0.023486018180847168,-0.11716365814208984,-0.014857602329527708,0.030602216720581055,-0.16640286147594452,-0.02585501039919791,0.03246915340423584,-0.1963960826396942,-0.03426313775179324,0.033929407596588135,-0.2219354659318924,-0.03998086231348452,0.004020094871520996,-0.11912998557090759,-0.015328477160608145,0.004690051078796387,-0.17281556129455566,-0.026362696686362597,0.004632830619812012,-0.20987553894519806,-0.03550495209691462,0.004743099212646484,-0.237367182970047,-0.04212692382333216,-0.014692872762680054,-0.10962745547294617,-0.01771637799737391,-0.0203646719455719,-0.15226586163043976,-0.0307115651905292,-0.019281387329101562,-0.1609102040529251,-0.03741794826981959,-0.01726090908050537,-0.1616828590631485,-0.040456276410793635,-0.03375479578971863,-0.09330469369888306,-0.021608587378239008,-0.03942650556564331,-0.12679526209831238,-0.033273551636909815,-0.037509918212890625,-0.13817644119262695,-0.037636328512405726,-0.03470069169998169,-0.14380671083927155,-0.03943416478631434
swipe,0.0,0.0,0.0,0.027160286903381348,-0.02250412106513977,-0.017189576103618265,0.0503765344619751,-0.05754023790359497,-0.025597379355957628,0.06961750984191895,-0.08892714977264404,-0.03324810489945662,0.08473861217498779,-0.11529099941253662,-0.040621966867973924,0.024078011512756348,-0.11798635125160217,-0.014627608283689142,0.03040069341659546,-0.16720366477966309,-0.025494250281980158,0.032087504863739014,-0.19743618369102478,-0.034029998629620195,0.03330123424530029,-0.22301894426345825,-0.03994606882267249,0.004774630069732666,-0.11915752291679382,-0.01438093073599589,0.005374312400817871,-0.17131489515304565,-0.025654428451588274,0.0045122504234313965,-0.2081601321697235,-0.035607778280308366,0.0036873817443847656,-0.23589403927326202,-0.042865537851383806,-0.013648957014083862,-0.10912230610847473,-0.016182782872846246,-0.019140779972076416,-0.15009857714176178,-0.0295212592922951,-0.018900811672210693,-0.15938012301921844,-0.037696276604464174,-0.01774543523788452,-0.1612529456615448,-0.04180405735903037,-0.03249567747116089,-0.09262147545814514,-0.019509809836080194,-0.038001686334609985,-0.12302187085151672,-0.03157797157697928,-0.03752639889717102,-0.13462692499160767,-0.03730537444286597,-0.03636753559112549,-0.1420382410287857,-0.04020994603567374
swipe,0.0,0.0,0.0,0.02657264471054077,-0.022642165422439575,-0.017552728229901504,0.049538254737854004,-0.058632493019104004,-0.026264643693110656,0.06802797317504883,-0.09171050786972046,-0.034204861545703125,0.08295458555221558,-0.11961668729782104,-0.04181861730828018,0.022871196269989014,-0.11838266253471375,-0.01502826942666502,0.027408838272094727,-0.16745221614837646,-0.026275126660010528,0.028760850429534912,-0.1978529989719391,-0.03492279204144211,0.03014373779296875,-0.22330860793590546,-0.040890874737641525,0.0036867856979370117,-0.11919081211090088,-0.014943527454278183,0.003685176372528076,-0.1713988482952118,-0.026427062624833297,0.002392888069152832,-0.20821768045425415,-0.0364138171316597,0.001501321792602539,-0.2360442578792572,-0.04384524973644943,-0.01475292444229126,-0.10897111892700195,-0.01699809397175045,-0.020051658153533936,-0.15153370797634125,-0.030690111616394233,-0.0186212956905365,-0.15935540199279785,-0.03869805338396759,-0.01618710160255432,-0.15828919410705566,-0.042734017992160034,-0.03406742215156555,-0.09242215752601624,-0.020636339137098503,-0.03862065076828003,-0.1246415376663208,-0.03308588864817352,-0.03584375977516174,-0.136733740568161,-0.03909545990242691,-0.032149165868759155,-0.14316953718662262,-0.042256387347123336
swipe,0.0,0.0,0.0,0.025896191596984863,-0.02444082498550415,-0.01710334454261897,0.047286272048950195,-0.06181895732879639,-0.02544229511701701,0.06568199396133423,-0.09483537077903748,-0.033029586417313794,0.0805368423461914,-0.12326765060424805,-0.04018730704271434,0.019295871257781982,-0.12026652693748474,-0.013956437227960805,0.0232391357421875,-0.1692991405725479,-0.0243860710092747,0.024318814277648926,-0.19941186904907227,-0.0323334823974335,0.02559208869934082,-0.22469176352024078,-0.03783351962053416,0.00021713972091674805,-0.12013331055641174,-0.013777044942315797,-0.001766204833984375,-0.1731814444065094,-0.023909025234814862,-0.0031703710556030273,-0.20869123935699463,-0.032402471048470716,-0.0036521553993225098,-0.2356511950492859,-0.03866018388950465,-0.017703354358673096,-0.10886842012405396,-0.015778579158421735,-0.02460455894470215,-0.149891197681427,-0.028092440558310727,-0.024429023265838623,-0.15893831849098206,-0.034618530763026456,-0.022963881492614746,-0.16139006614685059,-0.03774906356417773,-0.035974711179733276,-0.09111282229423523,-0.019450817597743253,-0.041822612285614014,-0.12166693806648254,-0.0309330638178551,-0.041485995054244995,-0.1333400309085846,-0.035900928420659284,-0.04081660509109497,-0.14126770198345184,-0.03830957074248431
swipe,0.0,0.0,0.0,0.025591492652893066,-0.024681895971298218,-0.0167621788257577,0.046889662742614746,-0.062425434589385986,-0.0249056541049697,0.06508517265319824,-0.09596601128578186,-0.03238959840180655,0.07919096946716309,-0.12468419969081879,-0.03958970910551329,0.017647624015808105,-0.11927315592765808,-0.014108801695130069,0.02140951156616211,-0.16853022575378418,-0.024527049126646716,0.02228647470474243,-0.19894437491893768,-0.032424541624806125,0.023501932621002197,-0.22466953098773956,-0.037843538882754046,-0.0012713074684143066,-0.11919534206390381,-0.014048917653582293,-0.003951370716094971,-0.17303642630577087,-0.024047444077751834,-0.005126893520355225,-0.2082841992378235,-0.032419359746000964,-0.005316793918609619,-0.23404857516288757,-0.038581533792040545,-0.01885831356048584,-0.10774049162864685,-0.016117958786509234,-0.026921093463897705,-0.1489887237548828,-0.028426209899208743,-0.02838769555091858,-0.15756157040596008,-0.03510670593621512,-0.028673112392425537,-0.15931689739227295,-0.03832311785461684,-0.036369264125823975,-0.08955645561218262,-0.019785581591150958,-0.04321160912513733,-0.12035658955574036,-0.031013830068133075,-0.04458022117614746,-0.13297373056411743,-0.03593179068209906,-0.04624360799789429,-0.14215345680713654,-0.038412066611073215
