Label,Thumb Angle,Index Angle,Middle Angle,Ring Angle,Pinky Angle
swipe,194.62329530881212,182.02802135479286,187.7990437615769,181.59135401040288,178.85966712319754
swipe,195.6786924213364,184.00789158167626,184.80011428028928,182.9934407404555,181.21141535181448
swipe,196.0838017486943,183.62516960243684,182.23619663592834,184.606632080697,180.65494445366787
swipe,194.1549896209214,183.23963530902577,181.59567170537096,182.99478564453088,179.75096188236202
swipe,190.7827022090732,184.50105769396325,186.24720348618393,183.75553151060006,180.5989110630189
swipe,192.2932559461804,185.0995458019112,179.1415957646832,184.15429067509126,179.70043533590092
swipe,194.80239512680987,181.64115928787055,182.8911798982865,180.4312201297901,178.20185690614844
swipe,190.2856365222018,182.77091025734282,184.8643492315339,176.43516737249473,175.52546525535752
swipe,198.83146775116924,181.1882690642206,180.3692649276416,183.72069409806707,180.71185743200368
swipe,200.58155454220872,180.03777422817808,183.3902880372191,163.80810203155013,166.4936264288715
swipe,206.65236748398289,184.0407174029919,172.24469022132834,164.42058060545187,166.3169305109775
swipe,201.14024842137098,189.59942404106374,182.2397447037025,148.0913890093287,155.56085498467675
swipe,199.3109949117252,179.2526087407982,174.4312816284387,132.072743711139,131.63379474911082
swipe,202.62216386876673,178.91335477961303,173.18324023100777,142.42156220957662,159.63820117202292
swipe,202.3026474048907,171.00908389924663,167.69702031434053,136.3671691671253,151.62828100375168
swipe,215.665576172559,177.2330674319067,170.78911429549396,154.58862988613654,162.3432124161318
swipe,208.95482675188447,180.73254356087836,175.5250888644464,148.44898737034978,158.6372891933588
swipe,208.28592883250087,182.10561199244134,180.44686280729115,144.55540049438244,156.74541054289168
swipe,215.08356912993946,180.97535280375016,182.1779300161569,152.01292360329668,160.5250696661289
swipe,206.73164103645064,175.30218850871125,170.73156654422158,155.7810832856399,163.98977988305612
swipe,206.24288755207766,173.32470264262105,176.48298963462668,146.33300579928664,159.88225886390904
swipe,209.05780945229932,176.9357822649088,156.43964469975802,164.70699677301548,166.2221634022145
swipe,190.5704219160282,183.81143155581404,217.787872676819,155.40793692038042,161.54327770500456
swipe,185.88076188270924,188.80074241422582,194.62955735230616,139.2005154743096,153.98882986733267
swipe,195.23868877482576,178.1735616003078,171.62811566005794,160.31684700485852,165.87515986299525
swipe,196.1637781984461,192.91347972826424,185.00229312286837,159.5652793864973,157.34634151902785
swipe,189.15242008971617,185.9141128188597,163.9650398804864,145.10117039018743,147.46143475146326
swipe,193.15606073661257,180.73971483839907,182.20764897537555,179.59178884411526,177.64214392030905
swipe,195.454498230427,190.9913663391368,188.0507525491003,182.05916762451517,178.19648425211702
swipe,193.52770235927733,194.74434190258086,200.7950849075387,181.7935967829732,178.9120866048378
swipe,195.4073531121785,192.78478176673107,190.67467355892103,182.47606673437758,179.7304088109273
swipe,195.72915737035686,191.8940467674648,189.24326788336202,181.8636409884031,178.93226926942526
swipe,195.90193822340058,190.43455161622833,182.60878225816074,183.19959306366704,180.0877383187356
swipe,193.32813494097476,189.06274614757285,181.72573492473703,181.67086646036117,179.27920450777194
swipe,191.60683325319718,186.35632127084233,182.54868953190874,181.61646418207087,179.62984114626468
swipe,193.1761391523696,187.2509298738478,182.24803436407925,181.2080022390227,179.9473853072887
swipe,193.7680965515765,199.56969058230143,199.19063300004453,181.05561069212493,180.04377388205052
swipe,193.9102209412426,187.2793419091799,186.18251056996215,178.23800003272837,175.69307417889857
swipe,202.77364370876282,180.0150064582459,180.35434104225266,183.0855249182651,183.1497644249203
swipe,191.97849642640034,178.35530296859616,166.9463936261666,152.88261655164447,136.72809654590284
swipe,208.88003146572956,188.3315433084014,174.56482288319378,141.53015479484029,142.77390361954727
swipe,209.7774065601115,178.22102326903092,171.27809424717955,128.68587796646986,129.33474308626498
swipe,218.40199282049227,177.8946546716077,177.33733666513268,162.86349644533288,166.64160223298538
swipe,218.2476163441491,174.9447795926666,173.26339275776016,167.6051061225436,167.06283603976135
swipe,215.91729362139486,175.88301205498547,175.87035737251716,168.3515205279327,170.5601743719427
swipe,216.55392278741496,175.27901290672224,175.6042192239237,165.4143017972474,167.82834605141701
swipe,216.02477938697174,176.55581306545517,174.51139926238312,157.11951104275428,165.2196418003521
swipe,212.43570524112914,180.66838052460406,177.28407125803807,157.2795941278447,164.2833942220259
swipe,204.79386531098012,184.50687848029284,181.7021072862079,156.66554425729555,161.61459460657076
swipe,201.6236069614831,186.38643114148192,189.2123537277644,159.55168528158376,165.20657921879368
swipe,201.05676520197744,185.69246060804352,188.8991099946561,157.41719058624892,166.2446877214825
swipe,201.78632775708408,188.05101492300963,186.46340272028533,162.34720966593525,166.44334693863112
swipe,207.16338879691241,186.36397447530456,182.53778103529362,170.20263532518388,172.99243538127462
swipe,205.8768040168199,188.10322053937648,180.92402383873116,175.28201388286232,177.18687040237748
swipe,205.38885484355677,189.21505465171634,180.45779045439218,180.11372139723753,179.0849939830774
swipe,154.79041695113514,190.88904473651772,186.38346427984547,179.02013942928014,177.6697675570804
swipe,153.96225483236447,191.38906168861942,185.95703415598226,178.21473212216327,178.9390293424107
swipe,154.86776455347476,189.7024210138101,186.42360787614035,175.14038709428107,178.0306081376533
swipe,199.9501783799867,197.21350123962023,219.47938288282086,176.27735882496935,176.00104919522653
swipe,204.8852705357801,186.6654653155366,175.02137249856295,78.77304955319195,208.39092441769137
swipe,181.11417223852942,178.47732435235608,168.91706549876287,162.44840430078946,178.8938696968862
swipe,205.45857944539546,190.914983971266,173.76443032213538,185.00719790617552,184.1452943673688
swipe,198.134315459827,179.32360428684365,191.08354291333202,187.36066191028831,184.7368599460787
swipe,212.9714807096086,200.16330880768223,197.36210683558713,188.86199550582333,185.44003038286988
swipe,201.49177651267152,190.8169901602655,185.97758056409035,184.85032055858025,183.5131738066192
swipe,198.75727239735946,194.93093543152946,190.07109255181945,187.48951131351123,183.73446566553477
swipe,201.8154649583509,196.0689118737691,190.1657895796523,186.0298004479564,184.62474633009364
swipe,197.34879328373287,195.75672818619097,190.74448376894307,186.56461611404868,183.51921424934184
swipe,198.16714147378886,195.40957304076187,184.53226549297534,186.27761997696413,183.75265968140175
swipe,198.86434184798867,197.08909610617906,181.77049255549628,186.84837617858028,185.0791442601588
swipe,199.1977717531751,191.86727949235933,183.25733761766045,187.71370428451831,184.620579899604
swipe,199.2613353719047,192.96055166959823,185.67773755166363,186.56138660603838,184.6596544257365
swipe,199.38469379543002,195.0446188325548,183.68536921939761,187.79182805104315,184.8093160481276
swipe,200.04474957985374,195.31982271903956,187.94113091400632,189.40844010362397,185.54216202806197
swipe,198.86572466428586,189.96149198134023,179.38118503569908,187.6828790977312,184.38921891742092
swipe,198.1619907318226,193.20354678680343,183.5394298767119,185.30462707438159,180.73769916204196
swipe,197.6985814948381,187.6329851907338,188.63511846440198,184.69311093574166,180.47463212362737
swipe,196.91250790695594,189.17465123460101,191.2538504908728,183.87102960660835,180.54149081566413
swipe,199.46160354629646,187.97719194462888,181.51297218590568,182.7848997053212,180.08290878462176
swipe,199.04200152148277,187.6979265483684,181.60292879769392,182.37742899856048,180.02180836710116
swipe,199.15545247214985,185.80144510906493,183.91447879032455,181.87242925748458,180.38773384052482
swipe,197.46874436050706,184.52289474922833,178.67900275634108,181.9797883490018,180.51362127536896
swipe,194.9990560926883,183.99273978956097,182.20916468991086,180.97775533412022,181.06012077343206
swipe,195.409081904485,183.0240759496735,181.42138559589682,184.5277209900059,181.96230083840408
swipe,196.16202566749527,184.21231106588195,181.87253796338663,186.0550878051607,182.42959689389488
swipe,197.3426859928599,185.77943331804312,176.4501377750193,183.4687640132256,181.96153429377463
swipe,196.50502165117584,184.94870973919134,182.67756930249826,183.45775563395588,182.23304066199827
swipe,193.2865640872763,187.36336325007926,186.90024557816977,183.47878221729317,181.7179531141008
swipe,193.82578831453569,181.85576702336425,188.21727577900936,180.0525203304451,179.60378505630203
swipe,194.151576658505,180.80523040471732,180.3955244464995,182.8698780740178,179.98983838221065
swipe,190.05386679276603,182.2829968185766,174.93178699020373,181.42640132294625,180.92775468016734
swipe,190.72826712222678,182.38527738643094,174.74338296521276,181.91595016982563,179.79646339693616
swipe,191.88650583304408,183.1372066496109,178.68731057438828,182.00347432854988,178.8942472442947
swipe,196.67401787868943,180.5706155145724,176.55897620954684,170.3923429759096,173.1127441297594
swipe,202.59407981164549,181.89773584315148,179.89960909011165,181.97066561868917,184.93365606647313
swipe,199.99753022745554,178.94386639742174,177.32992700214197,140.09492221193466,140.11824906288982
swipe,206.73202553637506,182.67790662958657,167.72270233468012,171.67327994413034,179.17525549003798
swipe,196.11842172931264,183.5732049867871,183.68149338395392,151.93171718641236,152.015251309578
swipe,194.33753644032072,183.22855614793662,184.53876635004403,131.63383324141256,146.44152648247115
swipe,199.7345293012631,179.3404516539532,182.19283633637232,124.95924603572402,147.96705952063786
swipe,209.44026145890913,178.05650919060946,172.0445561008692,152.7860086176168,159.66464816136588
swipe,206.91066089512677,177.40106290603117,174.350971957968,135.35745026821692,150.9445954676975
swipe,207.85474438712387,177.64669597317987,173.4567911570556,119.56531236416662,137.13190891596543
swipe,206.1434876079461,178.51510975825053,172.68808439456635,130.68808687520914,145.62211793130516
swipe,208.97528903441116,180.81469445436852,178.5613427200658,143.35800404324203,156.25232430816985
swipe,205.1223134978269,177.87006647911,179.6231666013039,150.59373580643006,158.46357396674563
swipe,204.29369026578883,181.26099476886705,170.7173661634934,165.0416459421613,171.68744151700454
swipe,204.47399470284455,176.8196286503319,180.78966483978184,164.67030591536349,166.88682774572112
swipe,194.87779330742552,184.24478839487298,166.36233153190355,163.0413185439998,171.92857411185022
swipe,198.4404480823376,181.56093476250365,161.30731974640022,157.3856134095627,167.00733053013738
swipe,194.8144019895063,186.6652527667947,170.6679175387435,162.07170724502217,164.79203446571748
swipe,204.795839332005,193.14805844985636,196.6989264505965,178.32764424542788,179.79177913327877
swipe,204.15435999612316,186.48248793661597,181.08651565488427,172.30445008569606,178.39609000205928
swipe,193.6329638007997,180.36947437403566,173.3175560692547,163.72556623267525,168.317409017815
swipe,198.02698516948334,184.60890766894468,174.65886111673453,182.88449664857052,180.30542696699175
swipe,196.33537732916747,188.8545300902052,198.8410965488747,182.6511586958553,180.80795725980704
swipe,195.5024924998784,183.07573686955516,182.02809872434776,179.9931004601256,179.11625058757969
swipe,193.69010754419855,181.6828574965529,179.07569861494733,181.9785225441787,179.31193477147076
swipe,192.4233352584961,181.37467465650198,177.91661939507122,178.35087974005188,178.05185529301494
swipe,189.90774367732752,178.76895175037075,176.75138574911614,146.9405570731949,48.82864415097038
swipe,200.06975913200503,185.9247257169107,180.86826512691889,175.63141224384083,178.05986832004535
swipe,201.84516983810647,187.77727675123495,185.32918194602172,172.3039186135021,180.73367306365526
swipe,202.4148249109183,185.19073106992585,183.81464303020817,179.64448039491333,180.4250736648295
swipe,201.90641204295324,178.90821552626974,179.9813402817305,162.86333511646885,167.40811236759822
swipe,197.29313665687405,181.54250912746,186.46033008840251,151.38189409522533,163.45783679555032
swipe,201.5670542454204,185.9282164455868,182.0791428790315,141.40310552315606,162.34739036532906
swipe,205.15853123333636,186.71533487977072,184.71111447868986,123.78051060500452,148.26898847116092
swipe,208.5968643288086,188.11609008140144,154.7820105175569,167.90580561169227,170.49139024135937
swipe,209.43831171457387,179.1104869813996,145.8558834296097,129.62933395862322,139.33863781589605
swipe,210.58878184860401,177.53088562970592,169.06916003109174,121.55046834755795,139.68570436356578
swipe,211.71796045692736,178.7207881762026,174.42750001719594,136.39836057893214,154.53561970404593
swipe,212.09241180718777,180.98993318645202,169.72587514540032,135.79566056647462,153.2384758463938
swipe,211.03059487086725,181.9741057398451,176.13117981183342,148.35288112227667,161.954278653927
swipe,211.93584402004993,180.16404725677017,176.63955195757677,157.2158049100996,163.93921704112472
swipe,206.97759145011358,181.4450909444121,180.89819437075772,155.49062691065723,166.6847025109969
swipe,206.91562988954612,179.22644563246342,184.93428324579673,170.16219873882292,175.79253165472804
swipe,207.10278809448218,181.05265268940252,181.2106753887197,170.53725791511712,177.97242254366327
swipe,204.96353378176687,181.36600994511386,187.06486451344568,172.01446942253006,178.5053353991986
swipe,204.37826117937564,181.93662310824033,188.92591390555543,168.19317236673996,175.72270073666732
swipe,208.40716212018705,181.29547175462335,182.1171119529078,174.17107907302344,179.1895166818651
swipe,203.00535977353852,183.97396095699332,182.0208155787483,177.80520879751938,181.35655356369844
swipe,201.82652061694014,186.75971261570544,180.90321129287818,180.53933669185506,181.00834814589794
swipe,150.28862482507174,182.43661136641623,179.0689220863353,176.15386085573465,175.80346052274697
swipe,208.2934275524227,178.78499404402373,175.71766782493958,179.12701278159582,179.96027755140375
swipe,208.519395319953,184.71592635381413,168.13265334809614,167.47971431082715,171.49787064365844
swipe,201.69054441234434,189.7799368906259,177.6517075917794,184.04922474945133,184.12380796658837
swipe,195.1119862369815,194.45202351386348,197.2909308325347,181.43976608160165,182.44260948772464
swipe,192.0443794461957,182.54061322307936,187.36567773496108,58.38844494545665,211.9183205116122
swipe,198.04298135196404,187.59009104153344,185.590975688582,179.17953527725243,176.50524728031152
swipe,200.58709646090003,190.25709785924235,193.25233298603015,183.444573745187,182.3451029295422
swipe,197.58332958288506,190.86544902958508,183.87621632338852,183.4833086743733,183.36475135448347
